TransID,Date,EmployeeID,ProjectID,CostCode,Hours,CountryID,BillRate,BilledAmt,SubAccount,Comments,Yr
1600632,2012-06-05,65,20,190,1.5,104,150,23.761402504848093,104-6047-10210,ERP - Production Support,2012
1650544,2012-11-14,26,72,495,2,106,150,40.52735451593949,106-6026-10209,App Dev - Project Management,2012
1620100,2012-08-15,10,26,458,1,110,300,52.45372981264798,110-6020-10129,BI - Reporting Build Phase,2012
1653792,2012-12-01,8,71,457,3,104,300,55.942560189728724,104-6048-10198,BI - SSIS Package Design,2012
1588873,2012-05-04,42,14,902,3,105,300,60.55934052849979,105-6039-10131,market research,2012
1567022,2012-03-10,18,9,430,3,102,300,42.31974486393506,102-6025-10191,AppDev-Defect Resolution,2012
1629151,2012-09-02,18,31,405,1,104,300,47.23515234425397,104-6027-10140,Requirements Definition,2012
1657258,2012-12-19,12,69,495,0.5,107,900,64.7048638534192,107-6020-10202,App Dev - Project Management,2012
1640751,2012-10-03,46,42,415,5.5,110,150,56.94591316748155,110-6024-10166,AppDef-Object Model,2012
1650875,2012-11-16,13,9,415,2,102,300,63.04294444239405,102-6025-10191,Catch up on communication,2012
1650293,2012-11-13,2,62,400,4,104,150,28.385348468124466,104-6035-10182,AppDev-Genl Reqmt & Architect,2012
1579328,2012-04-14,6,6,190,3.5,102,150,99.04171868081721,102-6022-10147,ERP - Production Support,2012
1656259,2012-12-14,58,71,450,11,104,300,38.323348990035896,104-6048-10198,Create requirements scope document for Revenue by Store,2012
1560415,2012-02-21,44,2,410,2,102,300,69.62868208845485,102-6037-10184,Develop Technical Specifications,2012
1632239,2012-09-18,35,50,435,1.5,102,150,25.129160541710093,102-6028-10139,AppDev-User Guide/Document,2012
1560266,2012-02-20,40,5,458,0.5,104,300,36.52431004160569,104-6020-10210,BI - Reporting Build Phase,2012
1658568,2012-12-26,14,61,450,2.5,104,150,13.163652194822482,104-6033-10140,BI - Envisioning,2012
1647822,2012-10-31,8,46,450,3.5,102,300,71.22303717694348,102-6023-10137,Validate AR Aging data between NAV and cube,2012
1550247,2012-01-11,48,5,190,2.5,104,150,66.99224333848184,104-6020-10210,"""create initial projects, generate schema from DW, check in to TFS""",2012
1550078,2012-01-10,46,4,400,1.5,104,150,48.92921876033243,104-6023-10169,AppDev-Genl Reqmt & Architect,2012
1569127,2012-03-21,9,15,425,0.5,102,150,24.805466750666145,102-6021-10141,AppDev-Testing,2012
1580381,2012-04-19,32,19,902,1.5,106,300,42.576216752103306,106-6049-10146,market research,2012
1648580,2012-11-04,13,65,430,3.5,107,300,76.36277993074157,107-6049-10186,AppDev-Defect Resolution,2012
1656807,2012-12-17,31,72,190,2,106,150,28.683672127275273,106-6026-10209,ERP - Production Support,2012
1579362,2012-04-14,17,7,415,3.5,107,150,20.773400147840913,107-6043-10186,SQL Syntax Review,2012
1556528,2012-01-31,69,7,458,4.5,107,300,80.81829899168679,107-6043-10186,BI - Reporting Build Phase,2012
1580530,2012-04-20,8,2,453,0.5,102,300,49.13540395703723,102-6037-10184,BI - Budgeting Build Phase,2012
1632248,2012-09-18,8,56,452,5,107,300,16.796169189004445,107-6041-10186,BI - Configure Database,2012
1560994,2012-02-24,12,7,400,7.5,107,900,38.863690326537125,107-6043-10186,AppDev-Genl Reqmt & Architect,2012
1550252,2012-01-11,6,7,190,1.5,107,150,60.761154735811154,107-6043-10186,"""Prep for call with . Prep call , and verification of the tasks with . """,2012
1618778,2012-08-08,69,34,902,5,102,300,46.742971274052316,102-6029-10139,New Client Meeting,2012
1599857,2012-06-01,66,27,190,6.5,107,300,65.16327405364136,107-6042-10161,ERP - Production Support,2012
1578211,2012-04-08,38,8,450,1,102,150,16.87993525299366,102-6023-10214,Connect to Microsoft partner source,2012
1567211,2012-03-11,68,5,450,1,104,750,29.39691637340442,104-6020-10210,BI - Envisioning,2012
1592680,2012-05-24,23,24,215,5,102,300,63.00117757104196,102-6041-10187,CRM - Build Phase,2012
1611605,2012-07-08,7,30,458,1.5,104,150,64.07168322463268,104-6046-10155,BI - Reporting Build Phase,2012
1652077,2012-11-22,12,41,490,1,106,900,38.34764686722549,106-6035-10134,Application Development Support,2012
1618151,2012-08-05,2,41,415,1,106,150,53.674504746239535,106-6035-10134,AppDef-Object Model,2012
1577615,2012-04-05,13,17,190,2.5,102,300,60.0840123493503,102-6022-10133,ERP - Production Support,2012
1560448,2012-02-21,68,5,457,1,104,750,64.91114276494872,104-6020-10210,"""SSIS Design development review - controls flow, sequence controller""",2012
1558390,2012-02-10,4,7,458,4.5,107,300,59.967954105283695,107-6043-10186,SharePoint workflow testing,2012
1557801,2012-02-07,34,5,435,3,104,150,59.301550902748865,104-6020-10210,AppDev-User Guide/Document,2012
1609655,2012-06-28,5,41,458,4.5,106,150,44.20847230798557,106-6035-10134,BI - Reporting Build Phase,2012
1602228,2012-06-13,50,32,430,6,107,450,43.727163385945985,107-6021-10186,AppDev-Defect Resolution,2012
1551362,2012-01-17,25,3,190,1.5,103,150,50.23864679537699,103-6020-10217,ERP - Production Support,2012
1570876,2012-03-30,16,9,457,3,102,450,57.978735578037515,102-6025-10191,BI - SSIS Package Design,2012
1651625,2012-11-20,6,60,190,1.5,102,150,48.16841674067334,102-6029-10152,"""change report, update SQLscript for job, trouble shoot ssis package""",2012
1558378,2012-02-10,68,5,457,1.5,104,750,61.26923187850585,104-6020-10210,BI - SSIS Package Design,2012
1632213,2012-09-18,53,57,190,6,110,600,19.178433538894666,110-6028-10204,Compile and distribute list of production support requests,2012
1592904,2012-05-25,38,21,453,1,105,150,71.74444896734502,105-6044-10178,BI - Budgeting Build Phase,2012
1577686,2012-04-05,4,8,902,5,102,300,45.6441521179869,102-6023-10214,New Client Meeting,2012
1552326,2012-01-22,44,6,435,2,102,300,19.17284945550562,102-6022-10147,AppDev-User Guide/Document,2012
1551790,2012-01-19,35,1,490,3.5,102,150,73.3463572806777,102-6036-10148,Application Development Support,2012
1653612,2012-11-30,2,56,515,6,107,150,60.07506095668863,107-6041-10186,Infrastructure Maintenance,2012
1589195,2012-05-06,45,12,215,4,102,450,47.451111037671716,102-6022-10143,CRM - Build Phase,2012
1616645,2012-07-28,5,26,458,2.5,110,150,42.63860858833138,110-6020-10129,BI - Reporting Build Phase,2012
1568014,2012-03-15,20,12,458,2.5,102,150,34.223101861401844,102-6022-10143,BI - Reporting Build Phase,2012
1632425,2012-09-19,57,54,410,7.5,102,150,42.7259031187804,102-6028-10190,Develop Technical Specifications,2012
1604598,2012-06-25,37,14,495,7,105,150,82.97636970736417,105-6039-10131,Prepare status report and budget recap summary,2012
1652036,2012-11-22,2,55,435,3,102,150,69.60626612827298,102-6034-10128,AppDev-User Guide/Document,2012
1641717,2012-10-08,2,42,435,2,110,150,47.096327461629116,110-6024-10166,"""New dimension mapping, ascertain payroll and budget data, review open items """,2012
1553667,2012-01-29,16,6,495,6,102,450,36.142081748602216,102-6022-10147,App Dev - Project Management,2012
1642671,2012-10-13,34,32,430,5,107,150,58.242823726782575,107-6021-10186,Training,2012
1612968,2012-07-15,32,34,458,5,102,300,20.677630075668006,102-6029-10139,BI - Reporting Build Phase,2012
1570637,2012-03-29,52,15,190,5,102,600,27.906453105266436,102-6021-10141,Meeting with branch manager's O. and PM.  Created meeting minutes.,2012
1579761,2012-04-16,14,14,452,1.5,105,150,31.772272743181688,105-6039-10131,BI - Configure Database,2012
1581908,2012-04-27,9,12,495,2,102,150,43.353759962554776,102-6022-10143,Catch up on missed communication and items,2012
1591367,2012-05-17,7,25,458,3,107,150,37.162465312428274,107-6028-10170,BI - Reporting Build Phase,2012
1627228,2012-08-23,11,33,215,3,102,150,83.1152998780775,102-6020-10139,Personal,2012
1557608,2012-02-06,44,4,425,1,104,300,23.87284597272383,104-6023-10169,AppDev-Testing,2012
1628781,2012-08-31,2,33,425,2,102,150,86.00532903655876,102-6020-10139,AppDev-Testing,2012
1651614,2012-11-20,53,47,190,2,104,600,43.50414178124936,104-6051-10132,ERP - Production Support,2012
1613695,2012-07-19,1,40,190,3.5,107,600,67.04887616193756,107-6039-10162,ERP - Production Support,2012
1643238,2012-10-16,12,49,405,3.5,110,900,51.082854330040625,110-6022-10157,Write query for Escalated Case report,2012
1558877,2012-02-13,13,2,190,1,102,300,48.25033488512342,102-6037-10184,ERP - Production Support,2012
1612406,2012-07-12,54,39,902,1,107,300,39.66258121693603,107-6034-10161,market research,2012
1612387,2012-07-12,43,31,458,4,104,300,71.82224287634847,104-6027-10140,BI - Reporting Build Phase,2012
1601076,2012-06-07,40,24,458,1.5,102,300,41.17785539195155,102-6041-10187,BI - Reporting Build Phase,2012
1580896,2012-04-22,44,24,420,5,102,300,48.89803203308869,102-6041-10187,AppDev-Build,2012
1552099,2012-01-21,31,1,190,1,102,150,47.109484785697234,102-6036-10148,ERP - Production Support,2012
1611218,2012-07-06,20,39,458,1,107,150,42.90276933501446,107-6034-10161,BI - Reporting Build Phase,2012
1602668,2012-06-15,4,29,902,1.5,103,300,59.86828298945737,103-6027-10217,client meeting,2012
1643246,2012-10-16,34,57,410,2,110,150,90.17334670009578,110-6028-10204,Develop Technical Specifications,2012
1631479,2012-09-14,15,53,453,2.5,102,450,52.780897208121154,102-6032-10137,BI - Budgeting Build Phase,2012
1643850,2012-10-19,64,65,458,2.5,107,150,47.723025735756956,107-6049-10186,BI - Reporting Build Phase,2012
1558366,2012-02-10,38,5,453,1,104,150,61.58626261252362,104-6020-10210,Meeting  and  to review client Project Plan.,2012
1577460,2012-04-04,37,2,452,1,102,150,9.485795361287202,102-6037-10184,BI - Configure Database,2012
1553104,2012-01-26,34,7,495,5,107,150,74.59388036569709,107-6043-10186,research and reply on issues with P&L report,2012
1550477,2012-01-12,15,5,452,2.5,104,450,30.54210341699984,104-6020-10210,create Testing scenarios AAT Revenue by Store,2012
1628180,2012-08-28,3,45,190,1.5,102,150,33.83031124377641,102-6051-10172,ERP - Production Support,2012
1579149,2012-04-13,3,15,190,1.5,102,150,69.72845300757291,102-6021-10141,ERP - Production Support,2012
1600245,2012-06-03,53,19,190,2.5,106,600,99.53110252280524,106-6049-10146,ERP - Production Support,2012
1553960,2012-01-31,65,1,190,1,102,150,37.80315761708709,102-6036-10148,ERP - Production Support,2012
1609843,2012-06-29,38,29,456,3.5,103,150,56.77453330379909,103-6027-10217,BI - Acceptance Testing,2012
1603769,2012-06-21,2,37,420,5,102,150,48.70643194070486,102-6043-10183,AppDev-Build,2012
1618704,2012-08-08,41,39,190,1.5,107,300,10.053142163028824,107-6034-10161,Forecast - Update to the forecast.,2012
1577279,2012-04-03,43,1,458,3.5,102,300,28.849215601533366,102-6036-10148,BI - Reporting Build Phase,2012
1603203,2012-06-18,15,5,452,1,104,450,78.55353959697815,104-6020-10210,BI - Configure Database,2012
1557612,2012-02-06,22,4,430,3.5,104,150,26.120645175188223,104-6023-10169,AppDev-Defect Resolution,2012
1628239,2012-08-28,20,46,458,2,102,150,61.17995312455888,102-6023-10137,Prep work for related documents presentation,2012
1581713,2012-04-26,64,26,902,2.5,110,150,49.1183524454726,110-6020-10129,New Client Meeting,2012
1616400,2012-07-27,1,33,190,3.5,102,600,41.01846815811845,102-6020-10139,ERP - Production Support,2012
1614734,2012-07-24,35,36,495,2.5,102,150,47.17795015911348,102-6044-10193,Project site web parts development - link removal and modifications; provision new site template solution,2012
1570708,2012-03-29,43,16,902,1.5,102,300,66.47557643391764,102-6031-10190,client meeting,2012
1558192,2012-02-09,51,4,458,6.5,104,300,70.01242420312465,104-6023-10169,Project Server: work around for tracking modifications to % Completes research and investigation,2012
1551194,2012-01-16,9,1,420,3.5,102,150,60.158868013344744,102-6036-10148,AppDev-Build,2012
1642332,2012-10-11,38,44,495,3.5,105,150,51.741403889499914,105-6033-10142,Excel-Lent Training. Plus preparation.,2012
1557384,2012-02-05,31,1,190,6,102,150,26.037658741769533,102-6036-10148,ERP - Production Support,2012
1565288,2012-03-01,35,6,425,2.5,102,150,38.91593223750273,102-6022-10147,Crystal report formula syntax review,2012
1548415,2012-01-01,35,4,425,1.5,104,150,31.89900077770527,104-6023-10169,AppDev-Testing,2012
1578806,2012-04-11,8,14,456,1.5,105,300,22.137802746658743,105-6039-10131,BI - Acceptance Testing,2012
1559503,2012-02-16,51,9,458,1,102,300,46.248173917789536,102-6025-10191,BI - Reporting Build Phase,2012
1658150,2012-12-24,33,74,190,2.5,102,600,51.55302801390801,102-6044-10151,ERP - Production Support,2012
1643090,2012-10-15,46,54,495,3.5,102,150,81.75628537744926,102-6028-10190,App Dev - Project Management,2012
1569708,2012-03-24,34,9,435,2.5,102,150,56.03831060777434,102-6025-10191,AppDev-User Guide/Document,2012
1657422,2012-12-20,68,65,453,3.5,107,750,38.465879839835665,107-6049-10186,BI - Budgeting Build Phase,2012
1612781,2012-07-14,34,6,490,1.5,102,150,37.02232159689453,102-6022-10147,Application Development Support,2012
1616437,2012-07-27,16,19,452,5,106,450,49.6910394728963,106-6049-10146,BI - Configure Database,2012
1611581,2012-07-08,68,26,450,1.5,110,750,36.46470804703827,110-6020-10129,BI - Envisioning,2012
1658787,2012-12-27,55,65,458,3.5,107,150,61.82633727482393,107-6049-10186,BI - Reporting Build Phase,2012
1651285,2012-11-18,38,43,456,6.5,106,150,84.17044609056883,106-6046-10134,BI - Acceptance Testing,2012
1553293,2012-01-27,32,1,902,1,102,300,67.34949936114874,102-6036-10148,client meeting,2012
1651831,2012-11-21,36,63,215,4,102,150,74.542561963476615,102-6026-10211,CRM - Build Phase,2012
1562008,2012-02-29,32,1,902,5,102,300,52.56981961926344,102-6036-10148,New Client Meeting,2012
1628758,2012-08-31,6,53,190,2.5,102,150,4.313660272660364,102-6032-10137,ERP - Production Support,2012
1620843,2012-08-19,34,51,425,4.5,108,150,55.005036349363756,108-6040-10144,AppDev-Testing,2012
1604347,2012-06-24,34,30,405,4,104,150,61.875306672367806,104-6046-10155,Requirements Definition,2012
1655343,2012-12-09,14,64,495,2.5,110,150,33.36151360567288,110-6020-10165,App Dev - Project Management,2012
1603778,2012-06-21,37,16,452,4.5,102,150,64.26284588672803,102-6031-10190,Review and update UPS Shipping document,2012
1577282,2012-04-03,51,2,458,6,102,300,74.80309123391217,102-6037-10184,BI - Reporting Build Phase,2012
1549880,2012-01-09,45,1,215,6,102,450,45.85195056670836,102-6036-10148,Develop test cases for training documentation,2012
1566643,2012-03-08,15,5,452,2.5,104,450,63.831005977056265,104-6020-10210,BI - Configure Database,2012
1619887,2012-08-14,44,22,425,1.5,107,300,50.093167056352655,107-6034-10213,AppDev-Testing,2012
1641705,2012-10-08,44,57,400,4.5,110,300,54.01129249779382,110-6028-10204,AppDev-Genl Reqmt & Architect,2012
1643022,2012-10-15,66,49,190,2,110,300,38.87946875569117,110-6022-10157,ERP - Production Support,2012
1593096,2012-05-26,14,32,453,6.5,107,150,63.14857548256815,107-6021-10186,BI - Budgeting Build Phase,2012
1561930,2012-02-29,1,7,190,2,107,600,43.08181972039396,107-6043-10186,ERP - Production Support,2012
1646865,2012-10-26,68,58,450,3,102,750,18.362549274303298,102-6036-10147,BI - Envisioning,2012
1648734,2012-11-05,53,47,190,2,104,600,63.98609680758308,104-6051-10132,ERP - Production Support,2012
1631114,2012-09-12,38,44,495,2,105,150,10.23122868111136,105-6033-10142,App Dev - Project Management,2012
1657266,2012-12-19,5,67,902,7,102,150,63.19214547346036,102-6024-10192,market research,2012
1567431,2012-03-12,55,8,458,3.5,102,150,64.75175580604483,102-6023-10214,BI - Reporting Build Phase,2012
1567440,2012-03-12,2,12,490,4,102,150,46.98630800117067,102-6022-10143,Revenue by Store AAT packaGG Partners,2012
1619081,2012-08-10,48,22,190,4,107,150,65.32424053548834,107-6034-10213,ERP - Production Support,2012
1642680,2012-10-13,24,62,452,1,104,150,57.43430956299808,104-6035-10182,BI - Configure Database,2012
1646110,2012-10-22,69,55,458,3,102,300,78.00860043936339,102-6034-10128,BI - Reporting Build Phase,2012
1591699,2012-05-19,39,25,215,1.5,107,450,68.92099293376509,107-6028-10170,CRM - Build Phase,2012
1566617,2012-03-08,44,3,400,2.5,103,300,66.63171361152041,103-6020-10217,AppDev-Genl Reqmt & Architect,2012
1654002,2012-12-02,46,52,495,3,106,150,52.304441836981816,106-6028-10177,App Dev - Project Management,2012
1627465,2012-08-24,10,26,458,2.5,110,300,33.1763822667092,110-6020-10129,Study Datazen in preparation for marketing video,2012
1619684,2012-08-13,2,45,400,0.5,102,150,65.14755181966021,102-6051-10172,AppDev-Genl Reqmt & Architect,2012
1568960,2012-03-20,51,2,458,3,102,300,53.33103375328989,102-6037-10184,BI - Reporting Build Phase,2012
1621586,2012-08-23,65,44,190,2.5,105,150,57.0546830412475,105-6033-10142,NPTO,2012
1553444,2012-01-28,8,2,453,3.5,102,300,42.83468280126667,102-6037-10184,BI - Budgeting Build Phase,2012
1581698,2012-04-26,55,25,458,4.5,107,150,72.76629006141961,107-6028-10170,BI - Reporting Build Phase,2012
1553056,2012-01-26,44,1,420,0.5,102,300,80.52385408096484,102-6036-10148,AppDev-Build,2012
1577242,2012-04-03,12,6,410,4.5,102,900,48.36611414225957,102-6022-10147,Develop Technical Specifications,2012
1655515,2012-12-10,14,67,456,6,102,150,41.91763521224537,102-6024-10192,Investigate chanGG Partners in tables and SSIS packaGG Partners for Revenue by Store,2012
1570515,2012-03-28,28,19,458,1,106,750,35.326277957451254,106-6049-10146,BI - Reporting Build Phase,2012
1581327,2012-04-24,35,16,495,5,102,150,26.526560089828063,102-6031-10190,App Dev - Project Management,2012
1656269,2012-12-14,26,75,456,2.5,106,150,35.255774923858915,106-6050-10146,BI - Acceptance Testing,2012
1558947,2012-02-13,20,7,458,7.5,107,150,47.98898739279388,107-6043-10186,BI - Reporting Build Phase,2012
1561569,2012-02-27,46,2,405,5.5,102,150,46.00871253142927,102-6037-10184,Requirements Definition,2012
1643025,2012-10-15,3,57,190,4.5,110,150,77.9504009243694,110-6028-10204,ERP - Production Support,2012
1655663,2012-12-11,39,79,215,3.5,106,450,38.843816761307686,106-6045-10134,Financial Reporting query review,2012
1612183,2012-07-11,14,9,457,2.5,102,150,41.2891017864104,102-6025-10191,BI - SSIS Package Design,2012
1565285,2012-03-01,12,4,420,3,104,900,29.75750994763054,104-6023-10169,AppDev-Build,2012
1648577,2012-11-04,22,58,430,2,102,150,61.08865366310622,102-6036-10147,SQL syntax; SSIS functionality review,2012
1557579,2012-02-06,9,3,190,2.5,103,150,57.22193971612279,103-6020-10217,ERP - Production Support,2012
1601036,2012-06-07,35,2,405,0.5,102,150,28.005853159502138,102-6037-10184,Requirements Definition,2012
1650282,2012-11-13,44,60,190,2,102,300,72.60598046741696,102-6029-10152,ERP - Production Support,2012
1630283,2012-09-08,31,37,190,3.5,102,150,18.88617904152483,102-6043-10183,ERP - Production Support,2012
1629718,2012-09-05,53,58,190,3,102,600,34.45051707763328,102-6036-10147,ERP - Production Support,2012
1641886,2012-10-09,18,35,400,1.5,107,300,41.18916368527464,107-6047-10202,AppDev-Genl Reqmt & Architect,2012
1603957,2012-06-22,36,23,215,1,106,150,56.09024139823262,106-6020-10134,CRM - Build Phase,2012
1654304,2012-12-04,3,63,190,3,102,150,64.70455028843304,102-6026-10211,ERP - Production Support,2012
1652772,2012-11-26,31,59,190,2,101,150,46.93228082957499,101-6028-10215,"""Meeting with Tracy, Nils, Elaine, and Mike (Solver) - Discussion about consolidation, trees, currency conversions. Prep for USD. """,2012
1590366,2012-05-12,22,15,415,3.5,102,150,72.59267227559252,102-6021-10141,AppDef-Object Model,2012
1619718,2012-08-13,26,31,457,5,104,150,44.49634816384897,104-6027-10140,BI - SSIS Package Design,2012
1551751,2012-01-19,46,2,405,3,102,150,65.26237915598918,102-6037-10184,Requirements Definition,2012
1645906,2012-10-21,38,43,456,4.5,106,150,45.49999714921055,106-6046-10134,BI - Acceptance Testing,2012
1556872,2012-02-02,58,2,450,2,102,300,30.675020376758326,102-6037-10184,BI - Envisioning,2012
1592076,2012-05-21,25,27,190,4.5,107,150,81.4182216779569,107-6042-10161,ERP - Production Support,2012
1550437,2012-01-12,33,6,190,3.5,102,600,42.40992297085065,102-6022-10147,ERP - Production Support,2012
1630519,2012-09-09,37,45,450,5.5,102,150,20.03259605150257,102-6051-10172,BI - Envisioning,2012
1588853,2012-05-04,5,19,458,1,106,150,19.656393006570433,106-6049-10146,BI - Reporting Build Phase,2012
1601048,2012-06-07,47,6,450,2,102,300,32.6218593981379,102-6022-10147,discuss Datazen security and best practices,2012
1559434,2012-02-16,3,2,190,1,102,150,55.215213893842105,102-6037-10184,ERP - Production Support,2012
1577277,2012-04-03,63,14,457,1.5,105,150,31.44328374387467,105-6039-10131,BI - SSIS Package Design,2012
1654378,2012-12-04,37,72,495,2.5,106,150,41.94941705459583,106-6026-10209,App Dev - Project Management,2012
1616992,2012-07-30,34,25,410,3,107,150,65.4868119671778,107-6028-10170,Develop Technical Specifications,2012
1578818,2012-04-11,54,6,458,4.5,102,300,61.356338456651024,102-6022-10147,BI - Reporting Build Phase,2012
1603637,2012-06-20,28,14,902,1.5,105,750,51.459796831670424,105-6039-10131,Client Follow up,2012
1588094,2012-04-30,43,15,458,1.5,102,300,80.55710052544534,102-6021-10141,BI - Reporting Build Phase,2012
1590373,2012-05-12,50,14,430,2,105,450,78.46718378807518,105-6039-10131,Follow ups,2012
1647474,2012-10-29,46,54,495,3,102,150,22.329850884641772,102-6028-10190,Open item planning,2012
1569342,2012-03-22,16,9,457,1,102,450,34.866256155204,102-6025-10191,BI - SSIS Package Design,2012
1642309,2012-10-11,8,39,457,2,107,300,60.81987717857021,107-6034-10161,Conduct internal excel training for quality team,2012
1642481,2012-10-12,37,39,450,3.5,107,150,47.342703854772566,107-6034-10161,MS Training,2012
1611205,2012-07-06,16,15,457,1.5,102,450,75.94110865076807,102-6021-10141,BI - SSIS Package Design,2012
1639603,2012-09-27,34,51,435,0.5,108,150,8.231011729716485,108-6040-10144,"""New dimension mapping, ascertain payroll and budget data, review open items """,2012
1550282,2012-01-11,24,3,450,4.5,103,150,46.01342063281513,103-6020-10217,BI - Envisioning,2012
1588306,2012-05-01,4,8,902,3,102,300,38.24614060208717,102-6023-10214,client meeting,2012
1610021,2012-06-30,35,39,430,3,107,150,59.48242021580067,107-6034-10161,AppDev-Defect Resolution,2012
1609790,2012-06-29,3,33,190,2.5,102,150,6.850997128741874,102-6020-10139,ERP - Production Support,2012
1557590,2012-02-06,53,8,190,2.5,102,600,67.69526180594269,102-6023-10214,ERP - Production Support,2012
1613172,2012-07-16,27,37,458,0.5,102,300,98.37040855161672,102-6043-10183,BI - Reporting Build Phase,2012
1592684,2012-05-24,18,32,400,6,107,300,60.93410588586621,107-6021-10186,Discussion on analysis needed to extract the GL Details query for TTL Inc.,2012
1646625,2012-10-25,12,46,190,4.5,102,900,61.47556859618612,102-6023-10137,ERP - Production Support,2012
1551928,2012-01-20,17,6,190,1.5,102,150,76.93078298618587,102-6022-10147,ERP - Production Support,2012
1613960,2012-07-20,28,26,902,2.5,110,750,57.73105430714684,110-6020-10129,client meeting,2012
1646645,2012-10-25,36,58,215,4,102,150,33.31382949710624,102-6036-10147,CRM - Build Phase,2012
1616232,2012-07-26,18,16,410,1.5,102,300,38.198562065228856,102-6031-10190,Discuss revenue by equipment number update  and PM,2012
1553961,2012-01-31,65,1,190,2,102,150,62.166234150209256,102-6036-10148,"""IT support/remediation of system problems, blue screen, outlook. lync. """,2012
1647624,2012-10-30,37,51,450,1,108,150,9.784027627307132,108-6040-10144,BI - Envisioning,2012
1549395,2012-01-06,10,2,902,2,102,300,46.0016335463299,102-6037-10184,New Client Meeting,2012
1580295,2012-04-19,3,15,190,1.5,102,150,32.90456591611152,102-6021-10141,ERP - Production Support,2012
1646292,2012-10-23,63,40,453,4.5,107,150,81.53242105311234,107-6039-10162,BI - Budgeting Build Phase,2012
1628019,2012-08-27,37,29,450,2.5,103,150,38.75698155152715,103-6027-10217,BI - Envisioning,2012
1630911,2012-09-11,63,45,456,4,102,150,24.97751111596653,102-6051-10172,SSIS Package development for ETL - dimension packaGG Partners and loading,2012
1645862,2012-10-21,25,55,190,3,102,150,109.74679729357837,102-6034-10128,ERP - Production Support,2012
1551213,2012-01-16,68,2,453,0.5,102,750,50.748597247685844,102-6037-10184,BI - Budgeting Build Phase,2012
1565292,2012-03-01,46,3,435,2.5,103,150,77.83033579025243,103-6020-10217,AppDev-User Guide/Document,2012
1652225,2012-11-23,57,50,425,4.5,102,150,35.499269680488794,102-6028-10139,AppDev-Testing,2012
1559245,2012-02-15,34,1,190,1,102,150,59.42631309901326,102-6036-10148,ERP - Production Support,2012
1557385,2012-02-05,22,1,190,0.5,102,150,61.81893004480972,102-6036-10148,ERP - Production Support,2012
1654117,2012-12-03,33,74,190,2.5,102,600,46.102531433652196,102-6044-10151,ERP - Production Support,2012
1621471,2012-08-22,40,34,902,3,102,300,59.87178113292845,102-6029-10139,client meeting,2012
1591882,2012-05-20,53,19,190,2.5,106,600,53.82556806819892,106-6049-10146,ERP - Production Support,2012
1639004,2012-09-24,30,42,215,1,110,300,78.75094218274953,110-6024-10166,CRM - Build Phase,2012
1609440,2012-06-27,14,9,457,2.5,102,150,63.115839361195086,102-6025-10191,BI - SSIS Package Design,2012
1647859,2012-10-31,43,57,902,3,110,300,56.29204309652083,110-6028-10204,New Client Meeting,2012
1553812,2012-01-30,34,5,435,0.5,104,150,58.26131379160885,104-6020-10210,AppDev-User Guide/Document,2012
1654576,2012-12-05,44,71,490,6.5,104,300,16.455460751008822,104-6048-10198,Update quality information on projects,2012
1639431,2012-09-26,26,34,457,0.5,102,150,35.67793301436447,102-6029-10139,BI - SSIS Package Design,2012
1610231,2012-07-01,54,18,458,2.5,110,300,44.89030598080036,110-6034-10149,meeting with Christy over reports,2012
1599656,2012-05-31,50,19,190,0.5,106,450,49.236430242238484,106-6049-10146,ERP - Production Support,2012
1609978,2012-06-30,66,25,190,6,107,300,86.60438654952247,107-6028-10170,"""Gotomeeting to recreate and remediate issues on form upload, job folders, percent complete application, and follow up meeting planning """,2012
1591558,2012-05-18,32,25,458,7.5,107,300,44.55901385930599,107-6028-10170,BI - Reporting Build Phase,2012
1588411,2012-05-02,57,5,190,2.5,104,150,80.85814793844021,104-6020-10210,ERP - Production Support,2012
1604342,2012-06-24,39,25,215,3,107,450,41.36669529127521,107-6028-10170,CRM - Build Phase,2012
1631827,2012-09-16,48,45,190,5,102,150,37.93092453581497,102-6051-10172,ERP - Production Support,2012
1567373,2012-03-12,6,10,190,1.5,102,150,30.649605318531577,102-6020-10147,ERP - Production Support,2012
1652436,2012-11-24,37,45,453,6.5,102,150,50.91294422731515,102-6051-10172,Review CRM for additional UPS fields,2012
1552530,2012-01-23,42,1,458,1,102,300,34.230693962664915,102-6036-10148,BI - Reporting Build Phase,2012
1643661,2012-10-18,54,53,458,2,102,300,5.699596113011147,102-6032-10137,BI - Reporting Build Phase,2012
1601240,2012-06-08,12,9,415,1.5,102,900,44.37399080809754,102-6025-10191,AppDef-Object Model,2012
1592288,2012-05-22,2,2,405,6.5,102,150,67.51074580846593,102-6037-10184,Environment access issues remediation; any connect client,2012
1603033,2012-06-17,37,21,457,5.5,105,150,72.07325646314615,105-6044-10178,"""Datazen - create connection, view, dashboard""",2012
1640009,2012-09-29,14,25,457,3,107,150,86.99813518737582,107-6028-10170,BI - SSIS Package Design,2012
1654892,2012-12-07,1,77,190,3,107,600,65.65319586578528,107-6035-10161,ERP - Production Support,2012
1657378,2012-12-20,6,70,190,6,110,150,85.07324582819933,110-6022-10180,ERP - Production Support,2012
1557262,2012-02-04,40,5,458,2.5,104,300,64.62791772912603,104-6020-10210,BI - Reporting Build Phase,2012
